POLLUTANT_CODES,n,pct
5409 10461 300000010 300000236 300000329,1,0
5409 10461 300000243,1,0
5409 300000010,1,0
5409 300000010 300000016 300000207 300000329,1,0
5409 300000038,1,0
5409 300000095 300000243 300000329,1,0
5409 300000097 300000101 300000119 300000120 300000187 300000243 300000277,1,0
5409 300000186,1,0
5409 300000210 300000243 300000329,1,0
5409 300000236,1,0
5409 300000236 300000243 300000329,1,0
5409 300000242 300000243 300000329 300000330,1,0
5409 300000243 300000282,1,0
5409 7003 10193 10358 10373 10461 10494 200000481,1,0
5409 7003 10193 10358 10373 300000010 300000236 300000329,1,0
5409 7003 10193 10358 10461 10494,1,0
5409 7003 10193 10373 10461 10494 200000481,1,0
5409 7003 10193 10494 300000329,1,0
5409 7003 10193 300000243 300000329,1,0
5409 7003 10358 10373 10461 10494 200000481,1,0
5409 7003 10358 300000243 300000329,1,0
5409 7003 10373 10461 10494 200000481 300000076 300000282,1,0
5409 7003 10373 10494 200000481 300000329,1,0
5409 7003 10373 200000481 300000329,1,0
5409 7003 10461,1,0
5409 7003 10494,1,0
5409 7003 300000207 300000243,1,0
5409 7003 300000207 300000243 300000329,1,0
5409 7003 300000210 300000236 300000243 300000329,1,0
5409 7003 300000210 300000243 300000329,1,0
5474,1,0
603,1,0
6562,1,0
6562 10243 10305,1,0
6798 7536 300000305,1,0
7003 10193 10358 10373,1,0
7003 10193 10358 10373 10461 10494 200000481,1,0
7003 10193 10358 10373 10461 10494 200000481 300000242,1,0
7003 10193 10358 10373 10461 200000481 300000038 300000242 300000243,1,0
7003 10193 10358 10373 10461 200000481 300000242 300000243 300000290,1,0
7003 10193 10358 10373 10494 200000481,1,0
7003 10193 10358 10373 200000481,1,0
7003 10193 10358 10373 200000481 300000242 300000243,1,0
7003 10193 10358 10461,1,0
7003 10193 10358 10461 200000481 300000038 300000242 300000243,1,0
7003 10193 10358 10461 300000097 300000243 300000329,1,0
7003 10193 10358 10461 300000243,1,0
7003 10193 10358 300000016 300000242 300000243,1,0
7003 10193 10358 300000017 300000243 300000320 300000322,1,0
7003 10193 10373,1,0
7003 10193 10373 10461,1,0
7003 10193 10373 10461 10494 200000481 300000242 300000282,1,0
7003 10193 10373 10461 200000481,1,0
7003 10193 10373 10461 200000481 300000038 300000242 300000243 300000282,1,0
7003 10193 10373 10461 200000481 300000242 300000243 300000282,1,0
7003 10193 10373 10461 200000481 300000282 300000319,1,0
7003 10193 10373 10461 300000242 300000243 300000282,1,0
7003 10193 10373 200000481,1,0
7003 10193 10373 200000481 300000242 300000243,1,0
7003 10193 10373 200000481 300000243 300000282,1,0
7003 10193 10373 300000004 300000321,1,0
7003 10193 10373 300000243 300000282,1,0
7003 10193 10373 300000282,1,0
7003 10193 10373 300000329,1,0
7003 10193 10461 300000005 300000010,1,0
7003 10193 10461 300000282,1,0
7003 10193 10494,1,0
7003 10193 300000004,1,0
7003 10193 300000017 300000018 300000322,1,0
7003 10193 300000018 300000307 300000329,1,0
7003 10193 300000036,1,0
7003 10193 300000207,1,0
7003 10193 300000207 300000329,1,0
7003 10193 300000236 300000243 300000282,1,0
7003 10193 300000242 300000243,1,0
7003 10193 300000242 300000282,1,0
7003 10193 300000243 300000329 300000377,1,0
7003 10193 300000282 300000319,1,0
7003 10193 300000282 300000329 300000680,1,0
7003 10193 300000327 320002801,1,0
7003 10214,1,0
7003 10358 10373 200000481,1,0
7003 10358 10461 10494 300000038 300000076 300000242,1,0
7003 10358 10461 300000183 300000243 300000291,1,0
7003 10358 10461 300000243,1,0
7003 10358 10494,1,0
7003 10358 300000010,1,0
7003 10358 300000242,1,0
7003 10358 300000307 300000329,1,0
7003 10373 10461 200000481,1,0
7003 10373 10461 200000481 300000010 300000242 300000243 300000415,1,0
7003 10373 10461 200000481 300000242 300000243 300000282,1,0
7003 10373 10461 200000481 300000243,1,0
7003 10373 10494 300000242,1,0
7003 10373 200000481 300000038 320002761,1,0
7003 10373 200000481 300000047,1,0
7003 10373 200000481 300000236,1,0
7003 10373 200000481 300000243 300000329,1,0
7003 10373 200000481 320002704,1,0
7003 10373 300000010 300000236 300000328,1,0
7003 10373 300000010 300000322 300000329,1,0
7003 10373 300000097 300000147 300000183 300000188 300000207 300000243 300000333 300000394,1,0
7003 10373 300000208,1,0
7003 10373 300000242,1,0
7003 10373 300000243 300000329,1,0
7003 10373 300000282,1,0
7003 10373 300000320,1,0
7003 10461 300000036 300000236,1,0
7003 10461 300000236,1,0
7003 10461 300000242 300000243,1,0
7003 10461 300000242 300000329,1,0
7003 10461 300000243,1,0
7003 10461 300000243 300000282,1,0
7003 10461 300000282 300000329,1,0
7003 10461 300000329 320002706,1,0
7003 10494 200000481 300000242,1,0
7003 10494 300000329,1,0
7003 200000601 300000243,1,0
7003 300000002 300000331,1,0
7003 300000007,1,0
7003 300000010,1,0
7003 300000011 300000018 300000298,1,0
7003 300000015,1,0
7003 300000015 300000319,1,0
7003 300000016 300000243 300000282 300000319,1,0
7003 300000016 300000282,1,0
7003 300000018 300000036 300000329,1,0
7003 300000018 300000208,1,0
7003 300000018 300000298,1,0
7003 300000025 300000038,1,0
7003 300000035,1,0
7003 300000036 300000236 300000305,1,0
7003 300000036 300000242,1,0
7003 300000036 300000243 300000301 300000328,1,0
7003 300000036 300000305,1,0
7003 300000038 300000243,1,0
7003 300000038 300000328,1,0
7003 300000094 300000243,1,0
7003 300000176,1,0
7003 300000207,1,0
7003 300000207 300000243,1,0
7003 300000208,1,0
7003 300000208 300000243,1,0
7003 300000236 300000243,1,0
7003 300000236 300000243 300000329,1,0
7003 300000236 300000282,1,0
7003 300000236 300000328,1,0
7003 300000242 300000243 300000333,1,0
7003 300000243 300000312,1,0
7003 300000243 300000319,1,0
7003 300000243 300000329 300000333,1,0
7003 300000243 300000333,1,0
7003 300000282 300000319,1,0
7003 300000282 320002821,1,0
7003 300000302,1,0
7003 300000322 300000329,1,0
7003 300000376 300000377,1,0
7003 300000419,1,0
7003 300000673,1,0
7003 320002761,1,0
8240 300000241,1,0
